Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
2017-12-03,1.88,21338.43,39.81,1355.4,0.0,19943.22,18266.31,1676.91,0.0,organic,2017,Boston
2015-03-29,1.88,5076.62,2016.24,2847.3,0.0,213.08,40.41,172.67,0.0,organic,2015,Atlanta
2016-05-29,0.85,300077.74,167413.0,47486.01,355.33,84823.4,65115.76,14412.64,5295.0,conventional,2016,NewOrleansMobile
2016-10-23,2.1,7817.32,1806.98,3687.61,18.33,2304.4,386.26,1918.14,0.0,organic,2016,Portland
2015-03-01,1.63,2901.01,787.15,7.19,0.0,2106.67,2106.67,0.0,0.0,organic,2015,Tampa
2017-08-27,1.58,208438.23,60886.4,65605.0,5772.92,76173.91,69562.98,5067.6,1543.33,conventional,2017,Charlotte
2015-06-28,0.71,941135.5,670425.34,108019.8,13077.85,149612.51,130392.24,19220.27,0.0,conventional,2015,WestTexNewMexico
2015-11-08,0.93,123489.29,1423.35,85217.83,2313.9,34534.21,13430.34,21103.87,0.0,conventional,2015,Pittsburgh
2016-09-11,1.38,124095.82,1657.87,81283.86,65.32,41088.77,39986.67,1102.1,0.0,conventional,2016,BuffaloRochester
2017-04-23,1.15,766941.79,162809.94,163230.47,22772.48,418128.9,88929.4,329199.5,0.0,conventional,2017,Denver
2016-11-20,1.39,315783.24,15322.42,247461.31,3473.03,49526.48,49526.48,0.0,0.0,conventional,2016,NorthernNewEngland
2017-02-05,1.32,5630.1,822.78,547.96,0.0,4259.36,890.0,3369.36,0.0,organic,2017,StLouis
2017-12-17,1.46,16946.1,380.06,287.28,5.95,16272.81,16269.48,3.33,0.0,organic,2017,HarrisburgScranton
2016-10-23,1.19,163017.85,66511.98,28375.72,125.57,68004.58,57360.66,9383.92,1260.0,conventional,2016,Nashville
2017-07-30,2.29,28171.21,6085.95,8191.27,25.18,13868.81,1355.55,12513.26,0.0,organic,2017,Portland
2017-07-09,1.99,34529.39,101.56,33439.5,0.0,988.33,988.33,0.0,0.0,organic,2017,Chicago
2015-04-12,1.15,146422.18,13496.9,86722.03,2457.5,43745.75,33143.47,10414.35,187.93,conventional,2015,Indianapolis
2016-11-20,1.23,455618.12,80040.96,114101.18,13948.69,247527.29,246808.48,500.84,217.97,conventional,2016,Portland
2016-08-14,1.03,1114834.28,266260.92,757100.85,31009.27,60463.24,58400.39,900.35,1162.5,conventional,2016,SanFrancisco
2016-05-29,0.96,28717.52,12198.1,72.56,0.0,16446.86,14854.83,1592.03,0.0,organic,2016,Houston
2017-10-01,1.97,3769.02,207.39,135.26,0.0,3426.37,3269.44,156.93,0.0,organic,2017,NewOrleansMobile
2017-11-12,1.96,5719.05,10.52,1238.07,0.0,4470.46,2041.26,2429.2,0.0,organic,2017,StLouis
2017-05-07,1.08,7872203.23,2851510.24,2470795.47,150595.46,2399302.06,2314634.27,3601.53,81066.26,conventional,2017,California
2016-05-15,0.75,290603.88,69857.38,10440.9,46.32,210259.28,179609.78,30236.34,413.16,conventional,2016,StLouis
2018-01-07,1.59,27296.2,3740.22,6593.66,0.0,16962.32,1579.33,15382.99,0.0,organic,2018,Portland
2016-10-02,2.33,7328.91,61.79,3168.72,6.91,4091.49,3937.98,153.51,0.0,organic,2016,HartfordSpringfield
2015-02-15,1.21,230632.14,66005.8,55126.76,48502.71,60996.87,49618.45,11378.42,0.0,conventional,2015,RaleighGreensboro
2015-05-03,1.82,2498.36,1559.49,48.87,0.0,890.0,890.0,0.0,0.0,organic,2015,Orlando
2015-09-20,1.69,10284.23,2634.12,7404.88,0.0,245.23,245.23,0.0,0.0,organic,2015,SanDiego
2015-05-03,1.51,27210.49,672.05,26198.44,0.0,340.0,340.0,0.0,0.0,organic,2015,Chicago
2015-02-22,1.85,7176.69,651.55,5368.11,0.0,1157.03,340.0,817.03,0.0,organic,2015,Detroit
2015-11-08,0.6,1102271.52,793103.44,234926.57,11555.39,62686.12,62666.63,19.49,0.0,conventional,2015,PhoenixTucson
2015-06-21,1.66,638192.89,202071.06,304368.47,6264.36,125489.0,76906.18,48582.82,0.0,organic,2015,TotalUS
2016-06-12,1.24,250231.06,43253.79,114426.76,124.76,92425.75,85233.81,1541.94,5650.0,conventional,2016,HarrisburgScranton
2015-12-13,0.73,998752.95,412187.8,386865.21,81450.04,118249.9,69011.01,48622.22,616.67,conventional,2015,Houston
2016-07-31,1.21,115313.85,14654.26,28278.26,1.6,72379.73,70166.73,2213.0,0.0,organic,2016,LosAngeles
2015-01-18,1.23,401331.33,4383.76,287778.52,132.53,109036.52,108668.74,367.78,0.0,conventional,2015,Boston
2015-05-31,1.9,1752.14,82.3,105.49,0.0,1564.35,1564.35,0.0,0.0,organic,2015,Albany
2017-04-30,1.66,13924.31,243.48,4877.17,0.0,8803.66,882.46,7921.2,0.0,organic,2017,CincinnatiDayton
2016-10-02,1.49,472.82,10.5,18.99,0.0,443.33,440.0,3.33,0.0,organic,2016,MiamiFtLauderdale
2015-01-18,1.12,309202.71,3012.79,241380.95,38.05,64770.92,64770.92,0.0,0.0,conventional,2015,NorthernNewEngland
2016-01-03,1.61,10650.66,6889.43,1037.3,0.0,2723.93,2618.9,105.03,0.0,organic,2016,PhoenixTucson
2017-02-12,1.27,4273.25,93.8,3515.56,0.0,663.89,663.89,0.0,0.0,organic,2017,GrandRapids
2015-04-12,1.58,2603.66,417.57,2.75,0.0,2183.34,2183.34,0.0,0.0,organic,2015,NewOrleansMobile
2015-02-22,0.85,681409.59,455087.17,121269.48,16470.86,88582.08,86050.77,2531.31,0.0,conventional,2015,WestTexNewMexico
2016-12-18,1.03,3288.85,18.32,761.26,0.0,2509.27,15.83,2493.44,0.0,organic,2016,Spokane
2015-04-05,1.75,3315.89,28.96,155.83,7.44,3123.66,3123.66,0.0,0.0,organic,2015,HarrisburgScranton
2017-09-17,1.92,9174.58,3470.19,3797.05,0.0,1907.34,1907.34,0.0,0.0,organic,2017,Sacramento
2015-08-16,1.05,31936856.18,12680252.48,12998327.25,1143364.58,5114911.87,4342839.06,703542.1,68530.71,conventional,2015,TotalUS
2017-02-12,0.7,1422345.94,624160.13,276020.88,46940.69,475224.24,464056.64,10489.11,678.49,conventional,2017,DallasFtWorth
2015-08-23,2.06,4602.39,272.26,1766.07,1193.83,1370.23,1370.23,0.0,0.0,organic,2015,Charlotte
2016-05-08,1.39,123789.24,2728.52,79832.73,39.76,41188.23,17603.76,23584.47,0.0,organic,2016,GreatLakes
2018-02-25,1.48,10360.85,43.33,2258.33,0.0,8059.19,3862.2,4196.99,0.0,organic,2018,Nashville
2016-06-12,1.46,112023.04,3277.1,51346.96,2683.28,54715.7,31064.03,23651.67,0.0,organic,2016,Midsouth
2017-04-16,1.67,194263.4,28602.39,68759.01,7.85,96894.15,87693.86,9200.29,0.0,organic,2017,California
2017-10-15,1.6,37877.39,14.85,1420.26,0.0,36442.28,36442.28,0.0,0.0,organic,2017,Boston
2016-10-30,1.96,1326.8,57.66,93.41,0.0,1175.73,1175.73,0.0,0.0,organic,2016,Albany
2017-04-02,1.51,81061.62,9605.32,18324.17,338.06,52794.07,22407.02,30387.05,0.0,organic,2017,Southeast
2016-10-16,1.2,618367.26,94032.78,146878.16,452.03,377004.29,369370.77,7512.55,120.97,conventional,2016,Seattle
2015-01-04,2.32,4801.1,87.56,4364.01,0.0,349.53,349.53,0.0,0.0,organic,2015,HartfordSpringfield
2017-12-17,1.08,124002.08,29951.42,31312.81,85.19,62652.66,56079.52,6554.89,18.25,conventional,2017,Roanoke
2015-08-16,1.42,44245.45,619.41,32282.72,82.0,11261.32,11261.32,0.0,0.0,conventional,2015,Syracuse
2017-02-19,1.33,91579.18,32493.94,24711.08,1212.1,33162.06,27745.1,5416.96,0.0,conventional,2017,Pittsburgh
2017-06-25,0.92,3655667.22,1609002.4,414532.82,90801.1,1541330.9,1496630.45,696.59,44003.86,conventional,2017,LosAngeles
2015-03-29,1.98,2121.96,22.27,745.34,0.0,1354.35,1314.35,40.0,0.0,organic,2015,Boston
2017-08-27,2.16,20575.0,5403.05,507.0,21.6,14643.35,14579.72,63.63,0.0,organic,2017,Denver
2015-04-12,1.82,29548.36,12145.45,11195.55,992.48,5214.88,4845.77,369.11,0.0,organic,2015,Southeast
2017-12-03,1.01,229337.0,123038.0,8062.0,175.0,98063.0,78202.0,18913.0,949.0,conventional,2017,Nashville
2017-08-13,1.69,14483.05,285.14,243.13,18.13,13936.65,13936.65,0.0,0.0,organic,2017,HarrisburgScranton
2017-12-31,0.84,467584.3,146333.69,91027.9,25276.56,204946.15,161600.45,41058.72,2286.98,conventional,2017,Detroit
2017-11-12,1.17,86928.0,23286.0,19991.0,458.0,43193.0,37987.0,5076.0,130.0,conventional,2017,Spokane
2016-02-21,1.2,247820.38,76211.84,42300.46,62843.26,66464.82,47259.62,10247.76,8957.44,conventional,2016,Detroit
2016-05-08,1.41,14187.6,6946.84,3839.13,0.0,3401.63,524.29,2877.34,0.0,organic,2016,PhoenixTucson
2015-10-18,1.52,1696.6,20.5,1442.52,0.0,233.58,0.0,233.58,0.0,organic,2015,Louisville
2015-07-05,1.05,147749.25,54928.79,51261.23,2541.99,39017.24,39017.24,0.0,0.0,conventional,2015,Roanoke
2016-06-05,1.13,170250.47,3717.47,93039.69,171.41,73321.9,18436.27,54885.63,0.0,organic,2016,GreatLakes
2015-10-25,1.83,1161.9,49.27,148.96,0.0,963.67,963.67,0.0,0.0,organic,2015,Albany
2016-04-10,0.85,30449.23,873.84,16913.74,0.0,12661.65,3908.02,8753.63,0.0,organic,2016,Nashville
2017-12-31,0.94,98086.34,30325.05,36245.2,501.63,31014.46,24405.56,6544.94,63.96,conventional,2017,Spokane
2017-10-29,1.12,1126402.78,481864.71,189258.96,2105.74,453173.37,264530.01,188243.36,400.0,conventional,2017,Houston
2018-01-28,1.78,8672.12,1005.73,2110.22,0.0,5556.17,5538.46,17.71,0.0,organic,2018,LasVegas
2015-09-27,1.66,70809.98,7925.81,55025.02,0.0,7859.15,4464.32,3394.83,0.0,organic,2015,GreatLakes
2016-01-31,1.41,69115.72,29502.87,4582.19,2.77,35027.89,34397.13,630.76,0.0,organic,2016,SouthCentral
2015-11-15,1.58,52680.94,4800.47,15407.35,54.61,32418.51,30557.72,1860.79,0.0,organic,2015,Northeast
2016-02-07,0.82,1134049.22,68454.39,758581.79,155377.3,151635.74,129791.42,21748.61,95.71,conventional,2016,Chicago
2017-03-19,1.49,4239.49,131.29,1404.03,0.0,2704.17,1463.76,1240.41,0.0,organic,2017,Indianapolis
2017-10-15,1.74,288581.65,176622.72,22938.4,94.4,88926.13,57999.74,30926.39,0.0,conventional,2017,Orlando
2015-07-26,2.07,2588.12,486.58,2057.91,1.88,41.75,0.0,41.75,0.0,organic,2015,Spokane
2015-08-02,1.81,160585.07,67553.3,54445.94,90.26,38495.57,3645.87,34849.7,0.0,organic,2015,West
2017-02-05,0.65,411450.85,3229.39,181550.84,3016.89,223653.73,35158.21,188488.1,7.42,conventional,2017,CincinnatiDayton
2015-03-08,1.39,8557.95,5946.47,498.15,0.0,2113.33,2113.33,0.0,0.0,organic,2015,DallasFtWorth
2016-06-19,0.9,3237847.21,1322109.94,593238.74,114307.31,1208191.22,1102265.57,80776.26,25149.39,conventional,2016,LosAngeles
2016-05-08,1.04,272057.12,1949.46,201017.01,5353.11,63737.54,56652.84,6645.68,439.02,conventional,2016,GrandRapids
2017-05-14,0.76,313988.97,8786.74,87347.28,931.97,216922.98,25076.08,191736.09,110.81,conventional,2017,CincinnatiDayton
2016-04-17,0.69,917689.13,80084.69,285327.86,20489.31,531787.27,518252.26,12155.5,1379.51,conventional,2016,Portland
2018-03-11,1.22,15216.33,341.99,3553.23,0.0,11298.11,8448.16,2849.95,0.0,organic,2018,Indianapolis
2017-09-03,1.5,7148.98,222.83,202.3,0.0,6723.85,6707.19,16.66,0.0,organic,2017,NewOrleansMobile
2015-03-08,1.14,289679.91,173429.19,39009.78,14400.7,62840.24,58373.46,4466.78,0.0,conventional,2015,SouthCarolina
2016-10-02,1.45,35306.91,1498.12,7937.3,9.12,25862.37,3661.9,22200.47,0.0,organic,2016,Seattle
2017-04-02,1.95,10320.1,277.75,6849.46,639.44,2553.45,1828.88,724.57,0.0,organic,2017,Charlotte
2015-09-27,1.17,2314057.46,1266450.71,519006.76,33834.37,494765.62,307494.33,187252.98,18.31,conventional,2015,Southeast
2017-04-23,1.5,220970.07,48220.74,78264.66,7619.22,86865.45,81393.87,5471.58,0.0,conventional,2017,Charlotte
2018-02-25,0.99,1018614.31,166753.37,254657.74,14153.31,583049.89,137052.52,445944.87,52.5,conventional,2018,Denver
2015-07-26,2.08,1555.89,26.92,1201.02,0.0,327.95,203.33,124.62,0.0,organic,2015,Boise
2017-12-10,1.7,54723.29,1965.71,15750.0,9.73,36976.92,25074.28,11902.64,0.0,organic,2017,Plains
2017-09-24,1.53,62464.93,2666.66,6252.03,94.49,53451.75,53451.75,0.0,0.0,organic,2017,BaltimoreWashington
2016-10-16,1.89,969846.54,15611.16,636341.88,1794.03,316099.47,279470.03,35805.83,823.61,conventional,2016,NewYork
2018-03-25,1.55,1559967.2,121007.94,342853.1,1070.24,1093861.09,902774.79,190941.84,144.46,organic,2018,TotalUS
2017-12-24,1.73,13218.13,444.01,5455.3,0.0,7318.82,3411.75,3907.07,0.0,organic,2017,CincinnatiDayton
2016-06-12,1.3,770843.17,50498.4,478335.91,140924.68,101084.18,98096.94,2213.29,773.95,conventional,2016,Chicago
2015-09-20,1.56,3291.61,33.31,127.31,0.0,3130.99,3130.99,0.0,0.0,organic,2015,BuffaloRochester
2018-02-25,0.76,7648478.57,3888705.13,989820.91,28149.02,2741803.51,2257193.31,420376.57,64233.63,conventional,2018,SouthCentral
2015-04-12,1.81,69377.2,6165.15,22584.41,27.38,40600.26,40303.57,296.69,0.0,organic,2015,Northeast
2016-09-25,1.0,3007073.27,1328968.75,468792.85,62737.86,1146573.81,1087085.53,34496.65,24991.63,conventional,2016,LosAngeles
2017-08-13,1.49,4323440.02,235128.9,2842288.75,13705.7,1232316.67,1008008.74,194459.03,29848.9,conventional,2017,Northeast
2015-01-04,1.02,160130.15,4007.41,118435.79,1201.5,36485.45,20325.41,16160.04,0.0,conventional,2015,Indianapolis
2017-11-05,1.62,71076.94,2483.36,55509.31,33.88,13050.39,9877.42,3172.97,0.0,conventional,2017,Albany
2015-04-12,0.98,5609471.36,2561865.42,2267855.21,103110.58,676640.15,469624.9,206981.28,33.97,conventional,2015,West
2015-12-06,2.12,2339.64,733.63,1478.08,0.0,127.93,24.55,103.38,0.0,organic,2015,StLouis
2016-04-17,1.08,1030786.84,16212.12,582843.38,4694.24,427037.1,350600.31,74702.17,1734.62,conventional,2016,NewYork
2017-10-22,1.63,229001.29,62822.01,87018.3,5007.19,74153.79,71573.43,2580.36,0.0,conventional,2017,RaleighGreensboro
2017-06-04,1.88,162051.09,2254.78,74167.19,35468.43,50160.69,34931.43,7483.36,7745.9,conventional,2017,GrandRapids
2015-01-18,1.08,62870.49,50354.95,6342.37,2257.23,3915.94,1119.18,2796.76,0.0,conventional,2015,Boise
2016-03-20,1.4,14926.04,1809.37,8607.36,3.21,4506.1,2285.38,2220.72,0.0,organic,2016,SanDiego
2015-02-15,1.51,4449.11,1630.04,2660.43,0.0,158.64,30.0,128.64,0.0,organic,2015,Spokane
2015-09-20,1.87,3957.04,620.65,1921.1,24.64,1390.65,1390.65,0.0,0.0,organic,2015,Philadelphia
2016-10-23,1.12,568596.03,77057.58,127808.18,12872.16,350858.11,349205.42,1375.66,277.03,conventional,2016,Portland
2015-10-11,1.65,1243.4,11.54,988.31,0.0,243.55,0.0,243.55,0.0,organic,2015,Louisville
2015-03-29,1.11,149631.24,1977.68,63600.68,3003.97,81048.91,75725.67,5299.2,24.04,conventional,2015,GrandRapids
2015-09-13,0.89,1095790.27,421533.83,540499.39,5559.36,128197.69,55636.91,72560.78,0.0,conventional,2015,Houston
2016-06-26,1.12,297550.9,63248.04,110539.24,43580.31,80183.31,77775.85,657.46,1750.0,conventional,2016,RaleighGreensboro
2015-04-19,1.31,3786141.18,110954.74,2552885.19,6389.9,1115911.35,984678.78,131232.57,0.0,conventional,2015,Northeast
2015-05-17,1.78,2605.01,774.37,1609.55,7.57,213.52,0.0,213.52,0.0,organic,2015,Spokane
2015-01-25,1.93,4131.86,1526.97,2031.56,0.0,573.33,573.33,0.0,0.0,organic,2015,StLouis
2017-03-19,0.68,1241284.04,598359.0,205006.8,19620.25,418297.99,229269.89,188397.54,630.56,conventional,2017,PhoenixTucson
2015-05-17,1.92,68435.46,4444.73,20525.36,119.96,43345.41,43257.15,88.26,0.0,organic,2015,Northeast
2017-09-10,2.46,149611.1,21079.04,30452.07,74.05,98005.94,61940.51,35933.2,132.23,organic,2017,West
2016-01-03,1.54,64689.53,3536.36,30191.49,2855.33,28106.35,12080.23,16026.12,0.0,organic,2016,Midsouth
2016-08-28,2.18,8525.59,3373.56,3328.41,0.0,1823.62,443.1,1380.52,0.0,organic,2016,PhoenixTucson
2016-10-30,2.11,740.33,17.92,379.08,0.0,343.33,343.33,0.0,0.0,organic,2016,GrandRapids
2017-04-23,2.17,15607.14,2318.43,5746.83,0.0,7541.88,7535.14,6.74,0.0,organic,2017,Philadelphia
2017-05-21,1.94,7221.48,1450.51,2164.36,3.45,3603.16,1618.04,1985.12,0.0,organic,2017,StLouis
2016-10-23,2.44,35647.66,5614.53,22373.4,0.0,7659.73,7620.35,39.38,0.0,organic,2016,LosAngeles
2017-10-29,1.57,1217806.97,74423.5,788262.18,779.34,354341.95,330959.23,23366.81,15.91,conventional,2017,NewYork
2016-01-24,0.95,3806974.62,473647.35,2043221.89,553447.22,736658.16,513809.98,150810.3,72037.88,conventional,2016,GreatLakes
2015-11-08,0.95,152084.79,61494.68,35336.71,29583.9,25669.5,14899.79,6935.32,3834.39,conventional,2015,Columbus
2015-06-28,1.95,1774.27,1515.5,85.02,16.09,157.66,150.0,7.66,0.0,organic,2015,Jacksonville
2016-08-21,1.77,20525.55,2700.7,8409.95,466.6,8948.3,8945.51,2.79,0.0,organic,2016,BaltimoreWashington
2016-12-25,1.28,447600.75,4349.63,346516.32,4183.69,92551.11,91481.59,1069.52,0.0,conventional,2016,Boston
2018-01-28,1.34,73320.15,3345.87,42297.35,62.85,27614.08,5723.16,21890.92,0.0,conventional,2018,Syracuse
2016-03-27,1.41,10187.56,3062.51,4885.53,0.0,2239.52,1906.43,333.09,0.0,organic,2016,LasVegas
2015-09-06,0.97,175977.6,92988.8,30510.75,9638.66,42839.39,27102.45,15494.02,242.92,conventional,2015,Nashville
2017-02-26,0.77,5481.89,12.0,1257.03,0.0,4212.86,402.22,3810.64,0.0,organic,2017,Louisville
2016-03-27,1.39,208015.17,34897.61,73832.59,73.54,99211.43,24069.73,75141.7,0.0,organic,2016,West
2018-03-11,1.47,20504.66,393.48,267.87,22.22,19821.09,19811.09,10.0,0.0,organic,2018,HarrisburgScranton
2016-08-07,1.5,288155.59,4285.19,183604.52,565.14,99700.74,99391.55,119.19,190.0,conventional,2016,HartfordSpringfield
2017-08-27,1.68,370286.98,45068.5,196136.69,604.27,128477.52,117020.86,11204.43,252.23,conventional,2017,Philadelphia
2017-06-11,1.86,4577.12,933.06,206.39,0.0,3437.67,3434.34,3.33,0.0,organic,2017,Tampa
2015-09-13,2.07,17959.18,3092.78,10615.36,0.0,4251.04,7.34,4243.7,0.0,organic,2015,Portland
2016-08-21,1.41,9794.48,77.71,3840.44,0.0,5876.33,1489.85,4386.48,0.0,organic,2016,Roanoke
2018-01-14,1.55,9598.35,187.7,2080.55,0.0,7330.1,5644.04,1686.06,0.0,organic,2018,Roanoke
2015-05-24,1.16,657593.22,198187.29,369924.19,18817.6,70664.14,50060.32,20603.82,0.0,conventional,2015,Denver
2016-03-13,0.95,3340.37,25.38,586.33,0.0,2728.66,96.67,2631.99,0.0,organic,2016,Boise
2016-01-17,2.0,4610.66,107.45,294.08,12.85,4196.28,979.0,3217.28,0.0,organic,2016,HarrisburgScranton
2017-10-01,2.04,399836.65,254127.88,48863.68,187.25,96657.84,54423.36,42234.48,0.0,conventional,2017,MiamiFtLauderdale
2015-09-20,0.91,185962.59,3942.44,116683.58,24166.47,41170.1,18045.98,18135.33,4988.79,conventional,2015,Indianapolis
2015-05-24,1.14,3119050.91,719874.17,1431141.56,231744.91,736290.27,679537.84,55107.23,1645.2,conventional,2015,Midsouth
2015-12-27,1.46,142710.36,29880.32,48416.71,38.63,64374.7,17464.54,46910.16,0.0,organic,2015,West
2016-08-21,1.2,154116.71,69616.32,33284.86,2841.74,48373.79,42940.86,4122.93,1310.0,conventional,2016,Columbus
2016-09-18,1.91,8231.32,1392.93,4819.24,0.0,2019.15,112.67,1906.48,0.0,organic,2016,Atlanta
2017-03-19,1.35,19557.62,5590.86,4605.78,0.0,9360.98,7775.63,1585.35,0.0,organic,2017,PhoenixTucson
2015-07-05,1.26,550810.62,161220.26,305122.62,17131.92,67335.82,67335.82,0.0,0.0,conventional,2015,Sacramento
2016-02-21,1.0,207338.72,78891.03,27326.04,55.42,101066.23,74251.97,26792.44,21.82,conventional,2016,StLouis
2016-10-30,1.81,23733.43,21484.74,2146.97,15.05,86.67,0.0,86.67,0.0,organic,2016,Denver
2017-08-13,1.45,78489.49,995.24,49060.0,95.43,28338.82,26760.87,504.62,1073.33,conventional,2017,Syracuse
2015-10-18,0.93,264223.22,27640.26,186372.86,408.03,49802.07,48878.61,923.46,0.0,conventional,2015,HarrisburgScranton
2015-12-06,0.83,103277.35,2186.88,65644.34,4604.01,30842.12,10619.03,19216.17,1006.92,conventional,2015,Louisville
2016-10-16,1.36,3022.99,435.32,83.76,5.9,2498.01,166.67,2331.34,0.0,organic,2016,Jacksonville
2016-01-10,1.23,110155.55,1767.42,67788.68,1611.68,38987.77,23259.21,15711.89,16.67,conventional,2016,Pittsburgh
2017-12-03,1.81,125973.2,23983.71,47847.46,0.0,54142.03,54089.5,52.53,0.0,organic,2017,California
2015-02-15,1.13,381041.74,134992.29,194031.02,10273.69,41744.74,41744.74,0.0,0.0,conventional,2015,Sacramento
2018-03-25,2.02,13379.77,86.84,5923.16,98.37,7271.4,6881.8,389.6,0.0,organic,2018,RaleighGreensboro
2016-11-13,2.13,122099.57,21825.77,51895.85,7.69,48370.26,38872.27,9497.99,0.0,organic,2016,California
2015-01-25,1.02,695658.81,140914.23,422434.82,4944.79,127364.97,74743.6,52611.95,9.42,conventional,2015,Denver
2017-11-26,1.63,2510.26,0.0,930.33,0.0,1579.93,1182.6,397.33,0.0,organic,2017,Louisville
2015-10-25,1.48,11445.39,7202.98,65.11,0.0,4177.3,4177.3,0.0,0.0,organic,2015,Houston
2015-07-26,1.58,628331.04,150230.79,366576.34,32096.3,79427.61,78533.8,893.81,0.0,conventional,2015,SanFrancisco
2017-04-30,0.99,3299258.02,1329981.71,518018.74,105295.61,1345961.96,1286252.05,686.15,59023.76,conventional,2017,LosAngeles
2015-12-27,0.91,2272.26,15.53,508.49,0.0,1748.24,1008.2,740.04,0.0,organic,2015,Boise
2017-12-03,1.13,153282.0,7805.0,87461.0,42.0,57974.0,54677.0,3297.0,0.0,conventional,2017,BuffaloRochester
2015-11-15,1.48,3595.02,570.0,2671.18,0.0,353.84,126.59,227.25,0.0,organic,2015,Columbus
2016-11-13,1.71,3392.09,202.52,1130.18,0.0,2059.39,1034.83,1024.56,0.0,organic,2016,Indianapolis
2016-04-24,0.79,654018.81,233878.1,189043.44,67.42,231029.85,71926.92,158919.6,183.33,conventional,2016,Atlanta
2015-10-25,1.08,66852.57,16618.08,33389.28,2073.74,14771.47,14720.74,50.73,0.0,conventional,2015,Spokane
2016-10-30,2.25,25450.53,5223.58,18866.35,57.57,1303.03,777.54,525.49,0.0,organic,2016,NewYork
2015-07-26,1.03,258960.17,171672.53,10443.49,12343.88,64500.27,61569.83,2930.44,0.0,conventional,2015,NewOrleansMobile
2016-06-12,1.73,1325.91,882.85,0.0,0.0,443.06,423.06,20.0,0.0,organic,2016,NewOrleansMobile
2015-02-22,0.8,1116600.76,695493.39,305788.6,12580.26,102738.51,85321.83,17416.68,0.0,conventional,2015,DallasFtWorth
2017-06-04,1.25,8668.35,152.13,1385.07,0.0,7131.15,1178.64,5952.51,0.0,organic,2017,Indianapolis
2016-02-28,1.13,342465.19,82100.44,66020.0,108296.25,86048.5,49708.39,19350.34,16989.77,conventional,2016,Detroit
2017-08-06,1.97,13998.62,451.86,5641.82,0.0,7904.94,5936.32,1968.62,0.0,organic,2017,Atlanta
2017-05-07,1.17,4483.61,11.97,634.33,0.0,3837.31,387.11,3450.2,0.0,organic,2017,Boise
2016-09-18,1.15,31346091.46,11337829.1,9481313.14,486187.39,10040761.83,7649502.34,2311262.99,79996.5,conventional,2016,TotalUS
2015-03-01,1.32,30280.67,17519.03,12225.23,35.68,500.73,0.0,500.73,0.0,organic,2015,Portland
